QualifiedName,Name,Complexity,Coupling,Size,Lack of Cohesion,CBO,RFC,SRFC,DIT,NOC,WMC,LOC,CMLOC,NOF,NOSF,NOM,NOSM,NORM,LCOM,LCAM,LTCC,ATFD,SI
com.serotonin.mango.rt.event.type.PublisherEventType,PublisherEventType,low-medium,low,low-medium,low-medium,5,23,7,2,0,17,61,51,2,0,12,0,1,0.25,0.687,0.515,1,0.167
com.serotonin.mango.rt.event.compound.EventDetectorWrapper,EventDetectorWrapper,low-medium,low,low,low-medium,5,16,6,2,0,10,28,25,2,0,7,0,0,0.5,0.607,0.4,0,0
com.serotonin.mango.rt.dataSource.meta.AbstractPointWrapper,AbstractPointWrapper,low,low,low,low-medium,4,20,8,1,3,17,43,40,2,0,14,0,0,0.5,0.619,1,1,0
com.serotonin.mango.db.dao.ViewDao,ViewDao,low-medium,low,low-medium,low-medium,1,29,14,2,0,20,105,74,0,2,18,0,0,0.5,0.667,0.8,1,0
com.serotonin.mango.rt.dataImage.HistoricalDataPoint,HistoricalDataPoint,low,low,low,low-medium,3,28,3,1,0,10,39,29,3,0,10,0,0,0.5,0.683,0.667,0,0
com.serotonin.mango.rt.event.type.CompoundDetectorEventType,CompoundDetectorEventType,low-medium,low,low-medium,low-medium,3,23,5,2,0,17,55,47,2,0,13,0,1,0.556,0.673,0.628,1,0.154
com.serotonin.mango.rt.event.type.ScheduledEventType,ScheduledEventType,low-medium,low,low-medium,low-medium,3,22,5,2,0,16,53,45,2,0,12,0,1,0.563,0.667,0.667,1,0.167
com.serotonin.mango.rt.dataSource.onewire.NetworkPath,NetworkPath,low-medium,low,low-medium,low-medium,3,24,16,1,0,21,84,66,3,0,10,0,0,0.6,0.65,0.833,1,0
br.org.scadabr.rt.dataSource.opc.OPCDataSourceRT,OPCDataSourceRT,high,low-medium,low-medium,low-medium,8,158,25,3,0,15,83,75,2,3,5,0,0,0.65,0.667,0,6,0
com.serotonin.mango.rt.event.detectors.AnalogHighLimitDetectorRT,AnalogHighLimitDetectorRT,medium-high,low,low,low-medium,4,68,10,5,0,12,47,34,4,0,6,0,1,0.65,0.625,0.5,4,0.833
com.serotonin.mango.rt.event.detectors.AnalogLowLimitDetectorRT,AnalogLowLimitDetectorRT,medium-high,low,low,low-medium,4,68,10,5,0,12,49,35,4,0,6,0,1,0.65,0.625,0.5,4,0.833
com.serotonin.mango.rt.event.type.DataSourceEventType,DataSourceEventType,low-medium,low-medium,low-medium,low-medium,6,25,7,2,0,19,69,57,4,0,14,0,1,0.65,0.679,0.626,1,0.143
com.serotonin.mango.rt.event.maintenance.MaintenanceEventRT,MaintenanceEventRT,low,low-medium,low-medium,low-medium,7,47,10,1,0,19,109,42,3,1,10,0,0,0.679,0.625,0.75,1,0
com.serotonin.mango.view.chart.TimePeriodChartRenderer,TimePeriodChartRenderer,low-medium,low,low,low-medium,2,23,8,2,2,12,46,29,2,2,11,0,0,0.688,0.691,0.583,0,0
com.serotonin.mango.rt.event.handlers.EmailHandlerRT,EmailHandlerRT,low-medium,medium-high,low-medium,low-medium,11,46,29,2,0,24,88,70,2,0,6,2,0,0.7,0.607,0.6,5,0
com.serotonin.mango.rt.event.schedule.ScheduledEventRT,ScheduledEventRT,low-medium,low-medium,low-medium,low-medium,7,52,12,2,0,16,109,42,3,1,9,0,1,0.7,0.611,0.857,1,0.222
com.serotonin.mango.rt.publish.PublishQueue<T>,PublishQueue,low-medium,low,low,low-medium,3,51,8,1,1,14,38,33,4,0,7,0,0,0.708,0.694,0.333,0,0
com.serotonin.mango.web.dwr.beans.RecipientListEntryBean,RecipientListEntryBean,low,low-medium,low-medium,low-medium,8,33,9,1,0,14,70,35,3,1,8,0,0,0.714,0.625,0.429,2,0
com.serotonin.mango.rt.event.detectors.NegativeCusumDetectorRT,NegativeCusumDetectorRT,medium-high,low,low-medium,low-medium,4,69,11,5,0,13,51,37,5,0,6,0,1,0.72,0.625,0.5,4,0.833
com.serotonin.mango.rt.event.detectors.PositiveCusumDetectorRT,PositiveCusumDetectorRT,medium-high,low,low-medium,low-medium,4,69,11,5,0,13,51,37,5,0,6,0,1,0.72,0.625,0.5,4,0.833
com.serotonin.mango.view.text.MultistateValue,MultistateValue,low,low,low,low-medium,0,12,2,1,0,11,34,28,3,2,10,0,0,0.725,0.66,0.679,0,0
com.serotonin.mango.rt.event.type.DataPointEventType,DataPointEventType,low-medium,low,low-medium,low-medium,3,33,7,2,0,19,66,55,4,0,14,0,2,0.727,0.679,0.626,1,0.286
com.serotonin.mango.view.text.RangeValue,RangeValue,low,low,low,low-medium,0,17,4,1,0,14,44,37,4,2,13,0,0,0.742,0.662,0.733,0,0
com.serotonin.mango.vo.publish.PublishedPointVO,PublishedPointVO,low,low,low,low-medium,2,17,5,1,3,7,33,20,1,2,5,0,0,0.75,0.64,0,1,0
com.serotonin.mango.rt.dataSource.meta.ScriptExecutor,ScriptExecutor,low-medium,high,low-medium,low-medium,21,32,27,1,0,38,112,107,0,4,2,3,0,0.75,0.657,1,0,0
com.serotonin.mango.vo.publish.httpSender.HttpPointVO,HttpPointVO,low-medium,low,low,low-medium,0,10,4,2,0,7,25,17,2,2,6,0,0,0.75,0.667,0.667,0,0
com.serotonin.mango.vo.publish.pachube.PachubePointVO,PachubePointVO,low-medium,low,low,low-medium,0,8,2,2,0,7,25,17,2,2,6,0,0,0.75,0.667,0.667,0,0
com.serotonin.mango.web.dwr.beans.NmeaUtilListener,NmeaUtilListener,low,low,low,low-medium,3,19,9,1,0,11,47,41,5,0,9,0,0,0.75,0.685,0.429,1,0
com.serotonin.mango.rt.dataSource.galil.PointTypeRT,PointTypeRT,low,low,low,low-medium,4,25,4,1,5,13,29,26,1,1,11,0,0,0.75,0.697,0.933,0,0
com.serotonin.mango.vo.hierarchy.PointFolder,PointFolder,low-medium,low,low-medium,low-medium,2,23,11,1,0,29,82,60,4,0,16,0,0,0.75,0.698,0.769,1,0
com.serotonin.mango.web.dwr.beans.HttpReceiverDataListener,HttpReceiverDataListener,low,low,low,low-medium,5,17,5,1,0,8,37,30,6,0,8,0,0,0.762,0.625,0.536,0,0
com.serotonin.mango.rt.dataSource.onewire.OneWireContainerInfo,OneWireContainerInfo,low,low,low,low-medium,0,7,0,1,0,7,44,14,3,0,7,0,0,0.778,0.643,0.762,0,0
com.serotonin.mango.vo.report.ReportDataValue,ReportDataValue,low,low,low,low-medium,1,11,0,1,0,11,28,23,4,0,11,0,0,0.778,0.691,0.764,0,0
com.serotonin.mango.rt.EventManager,EventManager,low-medium,medium-high,low-medium,low-medium,12,92,31,1,0,50,159,102,5,0,18,0,0,0.782,0.69,0.778,3,0
com.serotonin.mango.view.component.AnalogGraphicComponent,AnalogGraphicComponent,medium-high,low,low,low-medium,3,19,8,4,0,15,43,33,2,3,8,0,0,0.8,0.675,0.6,1,0
com.serotonin.mango.view.component.BinaryGraphicComponent,BinaryGraphicComponent,medium-high,low,low,low-medium,3,15,5,4,0,12,50,26,2,3,8,0,0,0.8,0.675,0.6,1,0
com.serotonin.mango.web.dwr.beans.DataPointBean,DataPointBean,low,low,low,low-medium,2,16,6,1,0,10,34,25,5,0,10,0,0,0.8,0.7,0.711,1,0
com.serotonin.mango.view.graphic.ScriptRenderer,ScriptRenderer,low-medium,low,low,low-medium,1,10,3,2,0,8,24,17,1,3,6,1,0,0.833,0.643,0.6,1,0
com.serotonin.mango.view.graphic.ThumbnailRenderer,ThumbnailRenderer,low-medium,low,low,low-medium,1,10,3,2,0,8,24,17,1,3,6,1,0,0.833,0.643,0.6,1,0
com.serotonin.mango.rt.dataSource.http.HttpRetrieverDataSourceRT,HttpRetrieverDataSourceRT,high,low-medium,low-medium,low-medium,10,166,26,3,0,20,75,70,1,3,4,1,0,0.833,0.675,1,4,0
com.serotonin.mango.rt.dataSource.pop3.Pop3DataSourceRT,Pop3DataSourceRT,high,medium-high,low-medium,low-medium,11,170,31,3,0,26,118,93,1,3,5,0,1,0.833,0.629,1,5,0.6
com.serotonin.mango.web.dwr.beans.SqlStatementTester,SqlStatementTester,low-medium,low,low-medium,low-medium,0,28,22,2,0,18,85,73,10,1,8,0,1,0.833,0.675,0.8,0,0.25
com.serotonin.mango.rt.dataSource.meta.MetaPointLocatorRT,MetaPointLocatorRT,high,medium-high,low-medium,low-medium,11,183,27,2,1,34,138,93,6,2,16,0,0,0.844,0.687,0.756,2,0
com.serotonin.mango.vo.event.EventTypeVO,EventTypeVO,low-medium,low-medium,low-medium,low-medium,10,14,0,1,0,22,73,46,7,0,14,0,0,0.857,0.625,0.769,0,0
com.serotonin.mango.web.mvc.form.SqlForm,SqlForm,low,low,low,low-medium,0,8,0,1,0,8,21,16,4,0,8,0,0,0.857,0.625,0.857,0,0
com.serotonin.mango.rt.dataSource.pachube.PachubeDataSourceRT,PachubeDataSourceRT,high,low-medium,low-medium,low-medium,10,172,41,3,0,24,146,100,2,4,7,0,1,0.867,0.679,0.9,7,0.429
com.serotonin.mango.rt.dataSource.PollingDataSource,PollingDataSource,low-medium,low,low-medium,low-medium,3,57,18,2,18,16,65,55,7,0,8,0,0,0.886,0.675,0.8,1,0
com.serotonin.mango.view.text.NoneRenderer,NoneRenderer,low-medium,low,low,low-medium,2,11,3,2,0,9,24,18,0,3,7,1,0,0.889,0.675,0.5,1,0
com.serotonin.mango.vo.report.ReportUserComment,ReportUserComment,low,low,low,low-medium,0,13,0,1,0,13,33,26,6,0,13,0,0,0.903,0.635,0.897,0,0
com.serotonin.mango.web.dwr.longPoll.LongPollData,LongPollData,low,low,low,low-medium,2,10,4,1,0,9,30,21,4,1,8,0,0,0.914,0.656,0.857,0,0
com.serotonin.mango.view.chart.BaseChartRenderer,BaseChartRenderer,low,low,low-medium,low-medium,4,17,12,1,3,10,62,28,0,4,3,3,0,0.917,0.667,0.667,4,0
com.serotonin.mango.db.dao.UserDao,UserDao,low-medium,low,low-medium,low-medium,2,34,23,2,0,16,135,105,0,6,14,0,0,0.929,0.667,0.867,2,0
com.serotonin.mango.vo.UserComment,UserComment,low,low,low,low-medium,0,9,0,1,0,9,25,18,4,2,9,0,0,0.938,0.639,0.833,0,0
com.serotonin.mango.db.dao.MailingListDao,MailingListDao,low-medium,low,low-medium,low-medium,4,26,13,2,0,16,117,72,0,7,11,0,0,1,0.618,0.893,2,0
br.org.scadabr.rt.dataSource.dnp3.Dnp3DataSource,Dnp3DataSource,high,low-medium,low-medium,low-medium,10,155,21,3,2,17,83,61,1,2,4,0,0,1,0.625,1,6,0
com.serotonin.mango.Common,Common,low-medium,low-medium,low-medium,low-medium,9,47,26,1,0,39,287,104,0,12,0,19,0,1.014,0.618,0.971,1,0
com.serotonin.mango.rt.publish.persistent.Packet,Packet,low-medium,low,low-medium,low-medium,4,22,18,1,0,35,139,101,1,7,5,8,0,1.063,0.637,0.917,1,0
com.serotonin.mango.rt.dataSource.spinwave.SpinwaveDataSourceRT,SpinwaveDataSourceRT,low-medium,low,low-medium,low-medium,2,56,10,3,0,10,65,39,1,4,7,0,0,1.1,0.629,0.952,1,0
com.serotonin.mango.vo.dataSource.meta.MetaDataSourceVO,MetaDataSourceVO,low-medium,low,low,low-medium,5,14,4,2,0,11,45,32,0,4,10,0,0,1.125,0.68,1,0,0
com.serotonin.mango.view.component.SimpleImageComponent,SimpleImageComponent,low-medium,low,low,low-medium,3,10,5,3,0,9,27,21,0,3,5,0,0,1.333,0.64,1,1,0
com.serotonin.mango.vo.dataSource.galil.PointTypeVO,PointTypeVO,low,low,low,low-medium,2,14,5,1,5,8,32,12,0,3,7,0,0,1.333,0.643,1,0,0
com.serotonin.mango.DataTypes,DataTypes,low,low,low,low,2,4,2,1,0,4,35,8,0,7,0,2,0,0,0,1,0,0
com.serotonin.mango.ImageSaveException,ImageSaveException,medium-high,low,low,low,0,1,0,4,0,1,4,2,0,1,1,0,0,0,0,0,0,0
com.serotonin.mango.db.DatabaseAccessUtils,DatabaseAccessUtils,low,low,low,low,0,1,0,1,0,1,3,2,0,0,1,0,0,0,0,0,0,0
com.serotonin.mango.db.dao.UserCommentRowMapper,UserCommentRowMapper,low,low,low,low,1,8,7,1,0,1,10,7,0,1,1,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade0_10_0,Upgrade0_10_0,low-medium,low,low,low,0,12,4,3,0,2,13,10,0,1,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade0_8_0,Upgrade0_8_0,low-medium,low,low,low,0,2,0,3,0,2,6,5,0,0,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade0_8_1,Upgrade0_8_1,low-medium,low,low,low,0,12,4,3,0,2,31,10,0,1,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade0_9_0,Upgrade0_9_0,low-medium,low,low,low,0,12,4,3,0,2,17,10,0,1,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade0_9_1,Upgrade0_9_1,low-medium,low,low,low,0,12,4,3,0,2,15,10,0,1,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade0_9_2,Upgrade0_9_2,low-medium,low,low-medium,low,3,66,8,3,0,3,79,13,0,1,2,0,0,0,0,0,1,0
com.serotonin.mango.db.upgrade.Upgrade1_0_0,Upgrade1_0_0,low-medium,low,low,low,0,12,4,3,0,2,13,10,0,1,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_10_0,Upgrade1_10_0,low-medium,low,low-medium,low,2,22,9,3,0,4,139,19,0,3,3,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_11_0,Upgrade1_11_0,low-medium,low,low,low,0,9,3,3,0,2,9,8,0,0,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_11_1,Upgrade1_11_1,low-medium,low,low,low,0,12,4,3,0,2,17,9,0,1,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_11_2,Upgrade1_11_2,low-medium,low,low,low,0,9,3,3,0,2,9,8,0,0,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_12_0,Upgrade1_12_0,low-medium,low,low,low,0,9,3,3,0,2,9,8,0,0,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_12_1,Upgrade1_12_1,low-medium,low,low,low,0,12,4,3,0,2,14,9,0,1,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_12_2,Upgrade1_12_2,low-medium,low,low,low,0,9,3,3,0,2,9,8,0,0,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_1_0,Upgrade1_1_0,low-medium,low,low,low,0,12,4,3,0,2,23,10,0,1,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_2_0,Upgrade1_2_0,low-medium,low,low,low,0,12,4,3,0,2,13,10,0,1,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_2_1,Upgrade1_2_1,low-medium,low,low,low,0,12,4,3,0,2,13,10,0,1,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_2_2,Upgrade1_2_2,low-medium,low,low,low,0,12,4,3,0,2,13,10,0,1,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_2_3,Upgrade1_2_3,low-medium,low,low,low,0,2,0,3,0,2,6,5,0,0,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_3_0,Upgrade1_3_0,low-medium,low,low,low,0,12,4,3,0,2,24,10,0,1,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_4_0,Upgrade1_4_0,low-medium,low,low,low,0,2,0,3,0,2,6,5,0,0,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_4_1,Upgrade1_4_1,low-medium,low,low,low,0,2,0,3,0,2,6,5,0,0,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_4_2,Upgrade1_4_2,low-medium,low,low,low,0,12,4,3,0,2,25,10,0,1,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_5_0,Upgrade1_5_0,low-medium,low-medium,low-medium,low,6,26,13,3,0,9,191,118,0,2,5,0,0,0,0,0,1,0
com.serotonin.mango.db.upgrade.Upgrade1_6_0,Upgrade1_6_0,low-medium,low,low,low,2,22,9,3,0,4,28,21,0,3,3,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_6_1,Upgrade1_6_1,low-medium,low,low,low,0,12,4,3,0,2,19,10,0,1,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_6_2,Upgrade1_6_2,low-medium,low,low,low,1,17,7,3,0,2,30,14,0,3,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_6_3,Upgrade1_6_3,low-medium,low,low,low,1,17,7,3,0,2,21,15,0,3,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_6_4,Upgrade1_6_4,low-medium,low,low,low,1,17,7,3,0,2,30,15,0,3,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_7_0,Upgrade1_7_0,low-medium,low,low-medium,low,1,17,7,3,0,2,75,15,0,3,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_8_0,Upgrade1_8_0,low-medium,low,low,low,0,9,3,3,0,2,9,8,0,0,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_8_1,Upgrade1_8_1,low-medium,low,low,low,0,9,3,3,0,2,9,8,0,0,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_8_2,Upgrade1_8_2,low-medium,low,low,low,0,9,3,3,0,2,9,8,0,0,2,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_8_3,Upgrade1_8_3,low-medium,low-medium,low-medium,low,6,27,14,3,0,9,80,47,0,4,3,0,0,0,0,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_9_0,Upgrade1_9_0,low-medium,low,low-medium,low,1,17,6,3,0,2,120,13,0,2,2,0,0,0,0,0,0,0
com.serotonin.mango.rt.dataImage.PvtTimeComparator,PvtTimeComparator,low,low,low,low,1,2,1,1,0,3,9,8,0,0,1,0,0,0,0,0,1,0
com.serotonin.mango.rt.dataImage.SetPointSource,SetPointSource,low,low,low,low,0,3,0,1,4,3,9,3,0,0,3,0,0,0,0,0,0,0
com.serotonin.mango.rt.dataSource.NoMatchException,NoMatchException,low,low,low,low,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0
com.serotonin.mango.rt.dataSource.PointLocatorRT,PointLocatorRT,low,low,low,low,0,2,0,1,25,2,4,3,0,0,2,0,0,0,0,0,0,0
com.serotonin.mango.rt.dataSource.ebro.ExceptionResultException,ExceptionResultException,low-medium,low,low,low,0,1,0,3,0,1,11,2,1,1,1,0,0,0,0,0,0,0
com.serotonin.mango.rt.dataSource.galil.GalilMessageParser,GalilMessageParser,low,low,low,low,0,0,0,1,0,0,15,0,0,2,0,0,0,0,0,0,0,0
com.serotonin.mango.rt.dataSource.galil.GalilWaitingRoomKeyFactory,GalilWaitingRoomKeyFactory,low,low,low,low,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0
com.serotonin.mango.rt.dataSource.mbus.MBusConnectionType,MBusConnectionType,low-medium,low,low,low,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
com.serotonin.mango.rt.dataSource.meta.DataPointStateException,DataPointStateException,low,low,low,low,0,1,0,1,0,1,8,2,1,1,1,0,0,0,0,0,0,0
com.serotonin.mango.rt.dataSource.meta.MetaPointExecutionException,MetaPointExecutionException,medium-high,low,low,low,0,0,0,4,0,0,7,0,0,1,0,0,0,0,0,0,0,0
com.serotonin.mango.rt.dataSource.meta.ResultTypeException,ResultTypeException,low,low,low,low,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0
com.serotonin.mango.rt.dataSource.nmea.NmeaMessageListener,NmeaMessageListener,low,low,low,low,1,1,0,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0
com.serotonin.mango.rt.dataSource.nmea.NmeaReceiver,NmeaReceiver,low,low,low-medium,low,1,2,0,1,0,3,55,11,1,3,2,0,0,0,0,1,0,0
com.serotonin.mango.rt.dataSource.persistent.DoAbortException,DoAbortException,low-medium,low,low,low,0,0,0,3,0,0,7,0,0,1,0,0,0,0,0,0,0,0
com.serotonin.mango.rt.dataSource.snmp.SnmpUtils,SnmpUtils,low,low,low,low,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0
com.serotonin.mango.rt.dataSource.virtual.AlternateBooleanChangeRT,AlternateBooleanChangeRT,low-medium,low,low,low,2,2,1,2,0,1,4,3,0,0,1,0,0,0,0,0,0,0
com.serotonin.mango.rt.dataSource.virtual.ChangeTypeRT,ChangeTypeRT,low,low,low,low,1,1,0,1,9,1,3,1,0,1,1,0,0,0,0,0,0,0
com.serotonin.mango.rt.dataSource.virtual.NoChangeRT,NoChangeRT,low-medium,low,low,low,1,1,0,2,0,1,4,3,0,0,1,0,0,0,0,0,0,0
com.serotonin.mango.rt.dataSource.virtual.RandomBooleanChangeRT,RandomBooleanChangeRT,low-medium,low,low,low,2,2,1,2,0,1,4,3,0,0,1,0,0,0,0,0,0,0
com.serotonin.mango.rt.event.AlarmLevels,AlarmLevels,low,low,low,low,1,1,0,1,0,6,33,13,0,11,0,1,0,0,0,0,0,0
com.serotonin.mango.rt.event.EventDetector,EventDetector,low,low,low,low,0,1,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0
com.serotonin.mango.rt.event.handlers.EventHandlerRT,EventHandlerRT,low,low,low,low,2,2,0,1,3,2,4,2,1,0,2,0,0,0,0,1,0,0
com.serotonin.mango.rt.event.type.EventTypeFactory,EventTypeFactory,low,low,low,low,0,0,0,1,0,0,31,0,0,0,0,0,0,0,0,0,0,0
com.serotonin.mango.rt.maint.work.WorkItem,WorkItem,low,low,low,low,0,2,0,1,10,2,6,2,0,3,2,0,0,0,0,1,0,0
com.serotonin.mango.rt.publish.persistent.PersistentAbortException,PersistentAbortException,low-medium,low,low,low,0,0,0,3,0,0,7,0,0,1,0,0,0,0,0,0,0,0
com.serotonin.mango.rt.publish.persistent.PersistentProtocolException,PersistentProtocolException,low-medium,low,low,low,0,1,0,3,0,1,4,2,0,1,1,0,0,0,0,0,0,0
com.serotonin.mango.util.CommPortConfigException,CommPortConfigException,low-medium,low,low,low,0,1,0,3,0,1,4,2,0,1,1,0,0,0,0,0,0,0
com.serotonin.mango.util.LocalizableJsonException,LocalizableJsonException,low,low,low,low,0,1,0,1,0,1,9,2,0,1,1,0,0,0,0,0,0,0
com.serotonin.mango.util.MangoGroveLogAppender,MangoGroveLogAppender,low,low,low,low,0,2,0,1,0,2,42,5,0,0,2,0,0,0,0,0,0,0
com.serotonin.mango.util.timeout.ModelTimeoutClient<T>,ModelTimeoutClient,low,low,low,low,0,1,0,1,3,1,2,1,0,0,1,0,0,0,0,0,0,0
com.serotonin.mango.util.timeout.TimeoutClient,TimeoutClient,low,low,low,low,0,1,0,1,5,1,2,1,0,0,1,0,0,0,0,0,0,0
com.serotonin.mango.view.conversion.Conversion,Conversion,low,low,low,low,0,1,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0
com.serotonin.mango.view.custom.CustomViewChart,CustomViewChart,low-medium,low,low,low,0,1,0,2,0,1,36,6,4,0,1,0,0,0,0,0,0,0
com.serotonin.mango.view.custom.CustomViewPoint,CustomViewPoint,low-medium,low,low,low,1,1,0,2,0,2,33,9,4,0,1,0,0,0,0,0,0,0
com.serotonin.mango.view.export.CsvWriter,CsvWriter,low,low,low,low,0,10,9,1,0,13,31,28,1,1,2,0,0,0,0,1,0,0
com.serotonin.mango.view.graphic.GraphicRenderer,GraphicRenderer,low,low,low,low,1,2,0,1,1,2,7,2,0,3,2,0,0,0,0,1,0,0
com.serotonin.mango.view.stats.DataQuantizerCallback,DataQuantizerCallback,low,low,low,low,1,1,0,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0
com.serotonin.mango.view.stats.IValueTime,IValueTime,low,low,low,low,1,2,0,1,2,2,3,2,0,0,2,0,0,0,0,0,0,0
com.serotonin.mango.vo.AnonymousUser,AnonymousUser,low,low,low,low,1,3,0,1,0,3,8,7,0,0,3,0,0,0,0,0,0,0
com.serotonin.mango.vo.DataPointExtendedNameComparator,DataPointExtendedNameComparator,low,low,low,low,1,3,2,1,0,2,6,4,0,1,1,0,0,0,0,0,0,0
com.serotonin.mango.vo.DataPointNameComparator,DataPointNameComparator,low,low,low,low,1,3,2,1,0,2,6,4,0,1,1,0,0,0,0,0,1,0
com.serotonin.mango.vo.dataSource.DataPointSaveHandler,DataPointSaveHandler,low,low,low,low,1,1,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0
com.serotonin.mango.vo.dataSource.PointLocatorVO,PointLocatorVO,low,low,low,low,2,5,0,1,1,8,9,5,0,0,5,0,0,0,0,0,0,0
com.serotonin.mango.vo.dataSource.ebro.EBI25PointSaveHandler,EBI25PointSaveHandler,low,low-medium,low,low,7,14,12,1,0,3,14,13,0,0,1,0,0,0,0,0,3,0
com.serotonin.mango.vo.event.SimpleEventDetectorVO,SimpleEventDetectorVO,low,low,low,low,0,1,0,1,2,1,4,1,0,2,1,0,0,0,0,0,0,0
com.serotonin.mango.vo.hierarchy.PointHierarchyListener,PointHierarchyListener,low,low,low,low,1,1,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0
com.serotonin.mango.vo.mailingList.EmailRecipientFactory,EmailRecipientFactory,low,low,low,low,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0
com.serotonin.mango.vo.report.EventCsvStreamer,EventCsvStreamer,low,low,low,low,2,23,13,1,0,6,36,35,0,0,1,0,0,0,0,0,1,0
com.serotonin.mango.vo.report.UserCommentCsvStreamer,UserCommentCsvStreamer,low,low,low,low,3,21,11,1,0,5,28,27,0,0,1,0,0,0,0,0,1,0
com.serotonin.mango.web.comparators.BaseComparator<T>,BaseComparator,low,low,low,low,0,1,0,1,3,1,5,2,2,0,1,0,0,0,0,0,0,0
com.serotonin.mango.web.dwr.DataSourceListDwr,DataSourceListDwr,high,low-medium,low,low,7,175,12,2,1,3,41,19,0,0,3,0,0,0,0,0,1,0
com.serotonin.mango.web.dwr.EventsDwr,EventsDwr,low-medium,low,low-medium,low,0,0,0,2,0,0,65,0,0,6,0,0,0,0,0,0,0,0
com.serotonin.mango.web.dwr.MaintenanceEventsDwr,MaintenanceEventsDwr,low-medium,low,low-medium,low,4,77,3,2,0,1,91,3,0,0,1,0,0,0,0,0,0,0
com.serotonin.mango.web.dwr.PublisherListDwr,PublisherListDwr,low-medium,low,low,low,3,57,2,2,0,1,21,3,0,0,1,0,0,0,0,0,0,0
com.serotonin.mango.web.dwr.beans.DataExportDefinition,DataExportDefinition,low,low,low,low,0,1,0,1,0,1,14,2,1,0,1,0,0,0,0,0,0,0
com.serotonin.mango.web.dwr.beans.DataPointDefaulter,DataPointDefaulter,low,low,low,low,1,1,0,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0
com.serotonin.mango.web.dwr.beans.EBI25InterfaceUpdater,EBI25InterfaceUpdater,low,low,low,low,0,0,0,1,0,0,47,0,0,0,0,0,0,0,0,0,0,0
com.serotonin.mango.web.dwr.beans.MBusDeviceBean,MBusDeviceBean,low,low,low,low,0,8,0,1,0,8,30,16,1,0,8,0,0,0,0,1,0,0
